date;qobs;p;epot;temp;ss;u;l;saturation;qs;ep;qif;pn;qof;ea;g;dl;qr1;qr2;bf;qsim
14-03-1976;11,92;0;0,664516129;-0,9;9,8;0;92,61729939;0,932368734;0;0;0;0;0;0,619574062;0;0;0,001601599;0,001601599;0,725261281;8,875466872
15-03-1976;11,83;0;0,664516129;-1,2;9,8;0;92,00184249;0,926172994;0;0;0;0;0;0,615456893;0;0;0,000971419;0,000971419;0,723812208;8,850077845
16-03-1976;11,15;0,66;0,664516129;-1,7;10,46;0;91,39047541;0,920018425;0;0;0;0;0;0,611367082;0;0;0,000589195;0,000589195;0,72236603;8,827751881
17-03-1976;10,99;0;0,664516129;-2,6;10,46;0;90,78317096;0,913904754;0;0;0;0;0;0,607304449;0;0;0,000357365;0,000357365;0,720922742;8,807297598
18-03-1976;11,27;0;0,664516129;-1,7;10,46;0;90,17990215;0,90783171;0;0;0;0;0;0,603268813;0;0;0,000216753;0,000216753;0,719482337;8,787992359
19-03-1976;11,11;0;0,664516129;0,3;9,86;0;90,11538602;0,901799021;0,6;0,6;0;0;0;0,064516129;0;0;0,000131467;0,000131467;0,71804481;8,769397834
20-03-1976;11,1;0;0,664516129;0,2;9,46;0;89,85086989;0,90115386;0,4;0,4;0;0;0;0,264516129;0;0;7,97389E-05;7,97389E-05;0,716610156;8,751248137
21-03-1976;10,94;0;0,664516129;-1,3;9,46;0;89,25379637;0,898508699;0;0;0;0;0;0,597073522;0;0;4,83641E-05;4,83641E-05;0,715178368;8,73338197
22-03-1976;10,93;0;0,664516129;-2,3;9,46;0;88,6606905;0,892537964;0;0;0;0;0;0,593105873;0;0;2,93343E-05;2,93343E-05;0,713749441;8,715701475
23-03-1976;10,91;0;0,664516129;-1,9;9,46;0;88,07152591;0,886606905;0;0;0;0;0;0,589164588;0;0;1,77922E-05;1,77922E-05;0,712323368;8,69814727
24-03-1976;10,91;0;0,664516129;-1,8;9,46;0;87,48627641;0,880715259;0;0;0;0;0;0,585249495;0;0;1,07915E-05;1,07915E-05;0,710900145;8,680683312
25-03-1976;10,91;7,62;0,664516129;1,3;6,86;5;88,3378632;0,874862764;2,6;0,664516129;0;4,555483871;1,152872414;0;2,551024672;0,851586785;0,453626494;0,453626494;0,714067021;14,25829465
26-03-1976;11,57;0,67;0,664516129;4,1;0;5;89,49556849;0,883378632;6,86;0,664516129;0,191689316;6,673794555;1,710273222;0;3,805816037;1,157705296;1,023502322;1,023502322;0,719483937;21,28299194
27-03-1976;11,27;0,28;0,664516129;3,8;0;4,418006029;89,49556849;0,894955685;0;0,664516129;0,197477842;0;0;0;0;0;0,698487015;0,698487015;0,718046408;17,29679121
28-03-1976;11,49;2,09;0,664516129;4,9;0;5;89,59948919;0,894955685;0;0,664516129;0,17449166;0,66899824;0,174346549;0;0,390730995;0,103920696;0,56091093;0,56091093;0,717314363;15,6079593
29-03-1976;11,93;1,81;0,664516129;4,9;0;5;89,74513675;0,895994892;0;0,664516129;0,197997446;0,947486425;0,247292142;0;0,554546719;0,145647564;0,515417477;0,515417477;0,716878354;15,04713081
30-03-1976;12,38;5,66;0,664516129;3,3;0;5;90,47163097;0,897451368;0;0,664516129;0,198725684;4,796758187;1,254564584;0;2,815699383;0,72649422;0,884441665;0,884441665;0,720509224;19,59749061
31-03-1976;12,23;0,96;0,664516129;3,1;0;5;90,4846878;0,90471631;0;0,664516129;0,202358155;0,093125716;0,024610204;0;0,05545869;0,013056822;0,625746077;0,625746077;0,719169372;16,42228934
01-04-1976;12,53;5,26;1,64;5,3;0;5;90,96316546;0,904846878;0;1,64;0,202423439;3,417576561;0,903325563;0;2,035773334;0,478477664;0,814612511;0,814612511;0,721393201;18,7556253
02-04-1976;12,83;2,39;1,64;2,3;0;5;91,03547897;0,909631655;0;1,64;0,204815827;0,545184173;0,14507998;0;0,327790685;0,072313508;0,631760736;0,631760736;0,72054129;16,51248423
03-04-1976;13,76;17,3;1,64;3,5;0;5;93,06825939;0,91035479;0;1,64;0,205177395;15,45482261;4,116902723;0;9,305139457;2,032780425;2,083788269;2,083788269;0,73583416;34,42941739
04-04-1976;15,51;2,91;1,64;4;0;5;93,17440873;0,930682594;0;1,64;0,215341297;1,054658703;0,288982784;0;0,659526582;0,106149337;1,462317537;1,462317537;0,735549924;26,83738624
05-04-1976;14,7;0,47;1,64;4,7;0;3,614127956;93,17440873;0,931744087;0;1,64;0,215872044;0;0;0;0;0;0,971879451;0,971879451;0,734080294;20,8308742
06-04-1976;15,84;10,94;1,64;5,4;0;5;93,94286641;0,931744087;0;1,64;0,156037838;7,758090119;2,128851215;0;4,860781225;0,768457678;1,488508473;1,488508473;0,741354263;27,22806929
07-04-1976;15,67;1,3;1,64;4,7;0;4,440285668;93,94286641;0,939428664;0;1,64;0,219714332;0;0;0;0;0;0,989276879;0,989276879;0,739873037;21,11404122
08-04-1976;14,22;0,33;1,64;4,4;0;2,935166788;93,94286641;0,939428664;0;1,64;0,19511888;0;0;0;0;0;0,676800055;0,676800055;0,738394769;17,28044606
09-04-1976;13,28;0;1,64;2,2;0;1,166187146;93,94286641;0,939428664;0;1,64;0,128979642;0;0;0;0;0;0,461249519;0,461249519;0,736919456;14,63041977
10-04-1976;12,82;0,1;1,64;5,3;0;0,1;93,46905355;0,939428664;0;1,166187146;0;0;0;0,473812854;0;0;0,279761975;0,279761975;0,73544709;12,39636068
11-04-1976;12,67;0;1,64;7;0;0;91,93616108;0,934690536;0;0,1;0;0;0;1,532892478;0;0;0,169684215;0,169684215;0,733977665;11,03429727
12-04-1976;12,51;0;1,64;7,4;0;0;90,42840803;0,919361611;0;0;0;0;0;1,507753042;0;0;0,102918679;0,102918679;0,732511177;10,20114002
13-04-1976;12,14;0,14;1,64;7,1;0;0,14;88,94538214;0,90428408;0;0;0;0;0;1,483025892;0;0;0,062423334;0,062423334;0,731047619;9,688794622
14-04-1976;11,84;0;1,64;8,7;0;0;87,48667788;0,889453821;0;0,14;0;0;0;1,458704267;0;0;0,037861666;0,037861666;0,729586985;9,371045445
15-04-1976;11,91;3,31;1,64;7,9;0;3,31;86,05189636;0,874866779;0;0;0;0;0;1,434781517;0;0;0,022964261;0,022964261;0,728129269;9,171338822
16-04-1976;11,91;0,1;1,64;6,3;0;1,650668223;86,05189636;0,860518964;0;1,64;0,119331777;0;0;0;0;0;0,060881924;0,060881924;0,726674466;9,616573971
17-04-1976;11,76;0;1,64;5,4;0;0;86,05189636;0,860518964;0;1,64;0,010668223;0;0;0;0;0;0,041124372;0,041124372;0,725222569;9,357592859
18-04-1976;11,61;0,34;1,64;7;0;0,34;84,64064526;0,860518964;0;0;0;0;0;1,4112511;0;0;0,024943193;0,024943193;0,723773573;9,142316992
19-04-1976;11,61;0;1,64;7,1;0;0;83,34064526;0,846406453;0;0,34;0;0;0;1,3;0;0;0,015128811;0,015128811;0,722327473;9,004819207
20-04-1976;11,91;0;1,64;7,2;0;0;81,97385868;0,833406453;0;0;0;0;0;1,366786582;0;0;0,009176088;0,009176088;0,720884261;8,914510052
21-04-1976;11,76;0;1,64;6,9;0;0;80,62948739;0,819738587;0;0;0;0;0;1,344371282;0;0;0,005565579;0,005565579;0,719443934;8,852836059
22-04-1976;11,61;0;1,64;4,5;0;0;79,3071638;0,806294874;0;0;0;0;0;1,322323593;0;0;0,003375694;0,003375694;0,718006484;8,808543954
23-04-1976;11,61;0,18;1,64;4,1;0;0,18;78,00652631;0,793071638;0;0;0;0;0;1,300637486;0;0;0,002047462;0,002047462;0,716571906;8,774808253
24-04-1976;10,88;0;1,64;4,9;0;0;76,72721928;0,780065263;0;0,18;0;0;0;1,279307032;0;0;0,001241848;0,001241848;0,715140194;8,747489064
25-04-1976;10,73;0;1,64;7,2;0;0;75,46889289;0,767272193;0;0;0;0;0;1,258326396;0;0;0,000753219;0,000753219;0,713711343;8,724075386
26-04-1976;10,45;0;1,64;5,7;0;0;74,23120304;0,754688929;0;0;0;0;0;1,237689843;0;0;0,000456851;0,000456851;0,712285347;8,703044194
27-04-1976;10,59;0,51;1,64;4,2;0;0,51;73,01381131;0,74231203;0;0;0;0;0;1,21739173;0;0;0,000277094;0,000277094;0,7108622;8,683471701
28-04-1976;10,59;0,17;1,64;3,1;0;0,17;71,88381131;0,730138113;0;0,51;0;0;0;1,13;0;0;0,000168066;0,000168066;0,709441896;8,664797571
29-04-1976;10,59;0,1;1,64;4;0;0,1;70,70491681;0,718838113;0;0,17;0;0;0;1,178894506;0;0;0,000101937;0,000101937;0,70802443;8,646681919
30-04-1976;10,73;1,48;1,64;7,3;0;1,48;69,54535617;0,707049168;0;0,1;0;0;0;1,159560636;0;0;6,1828E-05;6,1828E-05;0,706609797;8,628918566
01-05-1976;10,58;0,07;3,103225806;7,7;0;0,07;67,92213037;0,695453562;0;1,48;0;0;0;1,623225806;0;0;3,75006E-05;3,75006E-05;0,705197989;8,61138243
02-05-1976;10,58;0,57;3,103225806;6,2;0;0,57;65,81435329;0,679221304;0;0,07;0;0;0;2,107777077;0;0;2,27452E-05;2,27452E-05;0,703789003;8,593997619
03-05-1976;10,51;2,4;3,103225806;8,4;0;2,4;63,77198529;0,658143533;0;0,57;0;0;0;2,042367995;0;0;1,37957E-05;1,37957E-05;0,702382832;8,576718075
04-05-1976;11,01;7,81;3,103225806;7,4;0;5;64,77057244;0,637719853;0;2,4;0;2,81;0,461247295;0,703225806;0,646939754;1,701812951;0,181495036;0,181495036;0,702142798;10,78979068
05-05-1976;12,79;15,34;3,103225806;7,3;0;5;71,90163761;0,647705724;0;3,103225806;0,073852862;12,16292133;2,042028565;0;2,989827595;7,131065172;0,942616773;0,942616773;0,706116227;20,13209855
06-05-1976;12,03;0;3,103225806;8;0;1,787266006;71,90163761;0,719016376;0;3,103225806;0,109508188;0;0;0;0;0;0,614814088;0,614814088;0,704705406;16,11218826
07-05-1976;11,59;0;3,103225806;9,1;0;0;70,58567781;0,719016376;0;1,787266006;0;0;0;1,3159598;0;0;0,372903594;0,372903594;0,703297403;13,14111172
08-05-1976;11,15;0;3,103225806;14,1;0;0;68,39524484;0,705856778;0;0;0;0;0;2,190432969;0;0;0,226177463;0,226177463;0,701892214;11,33233229
09-05-1976;10,72;0;3,103225806;15,4;0;0;66,27278595;0,683952448;0;0;0;0;0;2,122458888;0;0;0,137183566;0,137183566;0,700489833;10,22853513
10-05-1976;10,43;0;3,103225806;17,9;0;0;64,21619176;0,66272786;0;0;0;0;0;2,056594196;0;0;0,083206039;0,083206039;0,699090253;9,552344766
11-05-1976;9,6;0,03;3,103225806;11,7;0;0,03;62,22341832;0,642161918;0;0;0;0;0;1,992773434;0;0;0,050467014;0,050467014;0,69769347;9,13552442
12-05-1976;9,559;0;3,103225806;9,9;0;0;60,29248515;0,622234183;0;0,03;0;0;0;1,930933175;0;0;0,030609791;0,030609791;0,696299477;8,876033311
13-05-1976;9,931;5,16;3,103225806;9,2;0;5;58,52933826;0,602924851;0;0;0;0,16;0,024175491;1,871011958;0,027959435;0,107865074;0,028078091;0,028078091;0,694958547;8,828745984
14-05-1976;9,889;0,91;3,103225806;8,7;0;2,764127503;58,52933826;0,585293383;0;3,103225806;0,042646691;0;0;0;0;0;0,033810389;0,033810389;0,693570019;8,881786223
15-05-1976;9,574;0;3,103225806;9,4;0;0;58,19023996;0,585293383;0;2,764127503;0;0;0;0,339098303;0;0;0,020507037;0,020507037;0,692184265;8,702422728
16-05-1976;9,264;0;3,103225806;11,3;0;0;56,38446542;0,5819024;0;0;0;0;0;1,805774543;0;0;0,012438147;0,012438147;0,69080128;8,587009202
17-05-1976;9,224;0;3,103225806;11,3;0;0;54,63472814;0,563844654;0;0;0;0;0;1,749737281;0;0;0,007544117;0,007544117;0,689421058;8,510396526
18-05-1976;9,451;0;3,103225806;14,6;0;0;52,93928915;0,546347281;0;0;0;0;0;1,695438983;0;0;0,004575739;0,004575739;0,688043594;8,457330965
19-05-1976;9,211;0;3,103225806;15;0;0;51,29646347;0,529392892;0;0;0;0;0;1,642825683;0;0;0,002775326;0,002775326;0,686668882;8,418560633
20-05-1976;9,636;4,74;3,103225806;11,2;0;4,74;49,70461838;0,512964635;0;0;0;0;0;1,591845092;0;0;0,00168332;0,00168332;0,685296916;8,388473951
21-05-1976;9,998;7,03;3,103225806;11,6;0;5;52,96294209;0,497046184;0;3,103225806;0;3,666774194;0,40845048;0;0;3,258323714;0,161733726;0,161733726;0,683927692;10,32607403
22-05-1976;9,954;5,74;3,103225806;13,9;0;5;55,12463015;0,529629421;0;3,103225806;0,01481471;2,621959484;0,32410312;0;0,136168307;2,161688057;0,231450239;0,231450239;0,682806062;11,163662
23-05-1976;9,776;0;3,103225806;13,5;0;1,871151043;55,12463015;0,551246301;0;3,103225806;0,025623151;0;0;0;0;0;0,15046359;0,15046359;0,681441814;10,15810419
24-05-1976;9,206;0;3,103225806;12,3;0;0;53,89255539;0,551246301;0;1,871151043;0;0;0;1,232074763;0;0;0,091260781;0,091260781;0,680080293;9,418574448
25-05-1976;9,69;0,7;3,103225806;11,8;0;0,7;52,2201477;0,538925554;0;0;0;0;0;1,672407686;0;0;0,055352462;0,055352462;0,678721491;8,963518752
26-05-1976;9,581;0,79;3,103225806;11,6;0;0,79;50,5996386;0,522201477;0;0,7;0;0;0;1,620509099;0;0;0,033572965;0,033572965;0,677365405;8,681018289
27-05-1976;10;4,16;3,103225806;11,6;0;4,16;49,02941756;0,505996386;0;0,79;0;0;0;1,570221043;0;0;0,020363033;0,020363033;0,676012028;8,503190842
28-05-1976;10,35;17,5;3,103225806;8;0;5;61,11039703;0,490294176;0;3,103225806;0;13,55677419;1,475794721;0;0;12,08097947;0,593030779;0,593030779;0,674661355;15,4793426
29-05-1976;10,1;0,01;3,103225806;9,3;0;1,851222209;61,11039703;0,61110397;0;3,103225806;0,055551985;0;0;0;0;0;0,381549352;0,381549352;0,673313381;12,88055768
30-05-1976;9,865;0,21;3,103225806;7,8;0;0,21;59,85839343;0,61110397;0;1,851222209;0;0;0;1,252003597;0;0;0,23142138;0,23142138;0,6719681;11,03097108
31-05-1976;10,08;10,69;3,103225806;9,9;0;5;61,88617571;0,598583934;0;0,21;0;5,69;0,85047847;1,857541112;0,954198146;3,885323385;0,475001365;0,475001365;0,672341347;14,00979816
01-06-1976;10,16;1,58;3,773333333;10,2;0;2,747235788;61,88617571;0,618861757;0;3,773333333;0,059430879;0;0;0;0;0;0,31148712;0,31148712;0,670998008;11,9967802
02-06-1976;9,99;0,06;3,773333333;10,6;0;0,06;60,86007816;0,618861757;0;2,747235788;0;0;0;1,026097545;0;0;0,188926488;0,188926488;0,669657353;10,48386519
03-06-1976;9,685;0,01;3,773333333;10,2;0;0,01;58,56362455;0,608600782;0;0,06;0;0;0;2,296453616;0;0;0,114589708;0,114589708;0,668319377;9,559827358
04-06-1976;9,448;0;3,773333333;10,6;0;0;56,35382378;0,585636245;0;0,01;0;0;0;2,209800766;0;0;0,069502171;0,069502171;0,666984074;8,992974397
05-06-1976;9,088;0;3,773333333;10,2;0;0;54,22740616;0,563538238;0;0;0;0;0;2,126417617;0;0;0,042155198;0,042155198;0,665651438;8,64277779
06-06-1976;9,108;0,17;3,773333333;13;0;0,17;52,18122537;0,542274062;0;0;0;0;0;2,046180792;0;0;0,02556842;0,02556842;0,664321466;8,424002657
07-06-1976;9,003;0;3,773333333;13,9;0;0;50,2122538;0,521812254;0;0,17;0;0;0;1,96897157;0;0;0,015508031;0,015508031;0,662994151;8,284951405
08-06-1976;8,531;0;3,773333333;15,1;0;0;48,31757809;0,502122538;0;0;0;0;0;1,89467571;0;0;0,009406096;0,009406096;0,661669488;8,194267833
09-06-1976;8,25;0;3,773333333;16;0;0;46,49439481;0,483175781;0;0;0;0;0;1,82318328;0;0;0,005705086;0,005705086;0,660347471;8,132933419
10-06-1976;8,39;0;3,773333333;15,1;0;0;44,74000631;0,464943948;0;0;0;0;0;1,754388497;0;0;0,003460309;0,003460309;0,659028096;8,08941282
11-06-1976;8,35;0;3,773333333;13,6;0;0;43,05181674;0,447400063;0;0;0;0;0;1,688189571;0;0;0,002098784;0,002098784;0,657711357;8,056709473
12-06-1976;8,25;0;3,773333333;13,7;0;0;41,42732819;0,430518167;0;0;0;0;0;1,624488552;0;0;0,001272977;0,001272977;0,656397249;8,030579721
13-06-1976;8,151;0;3,773333333;14,4;0;0;39,86413701;0,414273282;0;0;0;0;0;1,563191184;0;0;0,000772099;0,000772099;0,655085766;8,008449632
14-06-1976;7,936;0;3,773333333;14,7;0;0;38,35993024;0,39864137;0;0;0;0;0;1,50420677;0;0;0,000468302;0,000468302;0,653776904;7,988758013
15-06-1976;8,072;2,71;3,773333333;13,3;0;2,71;36,9124822;0,383599302;0;0;0;0;0;1,447448034;0;0;0,000284039;0,000284039;0,652470657;7,970557925
16-06-1976;8,207;0,53;3,773333333;16;0;0,53;35,84914887;0,369124822;0;2,71;0;0;0;1,063333333;0;0;0,000172279;0,000172279;0,65116702;7,953274997
17-06-1976;7,877;0,24;3,773333333;15,7;0;0,24;34,49644099;0,358491489;0;0,53;0;0;0;1,352707884;0;0;0,000104492;0,000104492;0,649865987;7,93656083
18-06-1976;7,44;0;3,773333333;12,8;0;0;33,19477528;0,34496441;0;0,24;0;0;0;1,301665706;0;0;6,33778E-05;6,33778E-05;0,648567554;7,920204086
19-06-1976;7,909;1,88;3,773333333;12,8;0;1,88;31,94222576;0,331947753;0;0;0;0;0;1,25254952;0;0;3,84406E-05;3,84406E-05;0,647271715;7,904076554
20-06-1976;7,982;2,81;3,773333333;12,5;0;2,81;30,73693911;0,319422258;0;1,88;0;0;0;1,205286652;0;0;2,33154E-05;2,33154E-05;0,645978465;7,888100448
21-06-1976;8,053;4,81;3,773333333;12,7;0;4,81;29,77360577;0,307369391;0;2,81;0;0;0;0,963333333;0;0;1,41415E-05;1,41415E-05;0,6446878;7,872228562
22-06-1976;8,239;0,34;3,773333333;14,7;0;1,376666667;29,77360577;0,297736058;0;3,773333333;0;0;0;0;0;0;8,57725E-06;8,57725E-06;0,643399712;7,856432241
23-06-1976;7,799;0;3,773333333;16;0;0;28,65014838;0,297736058;0;1,376666667;0;0;0;1,123457391;0;0;5,20236E-06;5,20236E-06;0,642114199;7,840694079
24-06-1976;7,426;0;3,773333333;17,1;0;0;27,56908278;0,286501484;0;0;0;0;0;1,081065599;0;0;3,15539E-06;3,15539E-06;0,640831254;7,825003494
25-06-1976;7,222;0;3,773333333;18,3;0;0;26,52880939;0,275690828;0;0;0;0;0;1,04027339;0;0;1,91384E-06;1,91384E-06;0,639550872;7,809354043
26-06-1976;7,129;0;3,773333333;19;0;0;25,52778899;0,265288094;0;0;0;0;0;1,001020408;0;0;1,1608E-06;1,1608E-06;0,638273049;7,793741795
27-06-1976;6,984;0;3,773333333;19,1;0;0;24,56454042;0,25527789;0;0;0;0;0;0,963248571;0;0;7,04063E-07;7,04063E-07;0,636997778;7,77816434
28-06-1976;6,893;0;3,773333333;17;0;0;23,63763842;0,245645404;0;0;0;0;0;0,926901992;0;0;4,27036E-07;4,27036E-07;0,635725056;7,762620192
29-06-1976;6,803;0;3,773333333;16,8;0;0;22,74571153;0,236376384;0;0;0;0;0;0,89192689;0;0;2,5901E-07;2,5901E-07;0,634454876;7,747108425
30-06-1976;6,558;0;3,773333333;17;0;0;21,88744002;0,227457115;0;0;0;0;0;0,858271515;0;0;1,57098E-07;1,57098E-07;0,633187235;7,731628454
01-07-1976;6,42;0;3,94516129;17,2;0;0;21,02394521;0,2188744;0;0;0;0;0;0,863494811;0;0;9,52846E-08;9,52846E-08;0,631922126;7,716179899
02-07-1976;6,384;0;3,94516129;17,7;0;0;20,19451666;0,210239452;0;0;0;0;0;0,829428548;0;0;5,77931E-08;5,77931E-08;0,630659545;7,700762506
03-07-1976;6,348;0;3,94516129;18,7;0;0;19,39781041;0,201945167;0;0;0;0;0;0,796706254;0;0;3,50533E-08;3,50533E-08;0,629399486;7,685376096
04-07-1976;6,362;0;3,94516129;19,6;0;0;18,6325355;0,193978104;0;0;0;0;0;0,765274907;0;0;2,12609E-08;2,12609E-08;0,628141945;7,670020536
05-07-1976;6,326;0;3,94516129;19,1;0;0;17,89745192;0,186325355;0;0;0;0;0;0,735083578;0;0;1,28954E-08;1,28954E-08;0,626886916;7,654695723
06-07-1976;6,24;0;3,94516129;17,1;0;0;17,19136858;0,178974519;0;0;0;0;0;0,706083345;0;0;7,82144E-09;7,82144E-09;0,625634396;7,63940157
07-07-1976;6,26;0;3,94516129;17,9;0;0;16,51314136;0,171913686;0;0;0;0;0;0,678227218;0;0;4,74394E-09;4,74394E-09;0,624384377;7,624137998
08-07-1976;6,231;0,15;3,94516129;19,2;0;0,15;15,8616713;0,165131414;0;0;0;0;0;0,651470061;0;0;2,87735E-09;2,87735E-09;0,623136856;7,608904937
09-07-1976;6,398;7,99;3,94516129;17,1;0;5;18,22590278;0,158616713;0;0,15;0;2,99;0;0,625768516;0;2,99;1,7452E-09;1,7452E-09;0,621891828;7,593702321
10-07-1976;6,467;0;3,94516129;17,2;0;1,05483871;18,22590278;0,182259028;0;3,94516129;0;0;0;0;0;0;1,05852E-09;1,05852E-09;0,620649287;7,578530085
11-07-1976;6,387;0;3,94516129;18,5;0;0;17,50686152;0,182259028;0;1,05483871;0;0;0;0,719041261;0;0;6,42023E-10;6,42023E-10;0,619409229;7,563388167
12-07-1976;6,259;0;3,94516129;19,4;0;0;16,8161876;0,175068615;0;0;0;0;0;0,690673924;0;0;3,89407E-10;3,89407E-10;0,618171649;7,548276504
13-07-1976;6,229;0;3,94516129;19,7;0;0;16,15276187;0,168161876;0;0;0;0;0;0,663425723;0;0;2,36187E-10;2,36187E-10;0,616936541;7,533195036
14-07-1976;6,103;0;3,94516129;18,5;0;0;15,51550936;0,161527619;0;0;0;0;0;0,637252509;0;0;1,43255E-10;1,43255E-10;0,615703901;7,518143701
15-07-1976;6,074;0,52;3,94516129;19,5;0;0,52;14,90339749;0,155155094;0;0;0;0;0;0,612111869;0;0;8,68883E-11;8,68883E-11;0,614473724;7,503122439
16-07-1976;6,092;0;3,94516129;21;0;0;14,31543443;0,149033975;0;0,52;0;0;0;0,587963069;0;0;5,27004E-11;5,27004E-11;0,613246005;7,48813119
17-07-1976;6,157;3,58;3,94516129;20,9;0;3,58;13,75066745;0,143154344;0;0;0;0;0;0,564766977;0;0;3,19644E-11;3,19644E-11;0,612020738;7,473169894
18-07-1976;6,222;0;3,94516129;18,1;0;0;13,38550616;0,137506674;0;3,58;0;0;0;0,36516129;0;0;1,93874E-11;1,93874E-11;0,61079792;7,45823849
19-07-1976;6,286;0;3,94516129;18;0;0;12,85742635;0,133855062;0;0;0;0;0;0,528079807;0;0;1,17591E-11;1,17591E-11;0,609577545;7,44333692
20-07-1976;6,638;5,66;3,94516129;19,1;0;5;13,01018014;0,128574264;0;0;0;0,66;0;0,507246207;0;0,66;7,13223E-12;7,13223E-12;0,608359608;7,428465123
21-07-1976;6,654;2,52;3,94516129;16,6;0;3,57483871;13,01018014;0,130101801;0;3,94516129;0;0;0;0;0;0;4,32592E-12;4,32592E-12;0,607144105;7,41362304
22-07-1976;6,62;0;3,94516129;17;0;0;12,63985756;0,130101801;0;3,57483871;0;0;0;0,37032258;0;0;2,6238E-12;2,6238E-12;0,60593103;7,398810611
23-07-1976;6,492;0;3,94516129;15,8;0;0;12,1411948;0,126398576;0;0;0;0;0;0,498662768;0;0;1,59142E-12;1,59142E-12;0,604720379;7,384027777
24-07-1976;6,554;0,32;3,94516129;16,8;0;0,32;11,66220508;0,121411948;0;0;0;0;0;0,478989717;0;0;9,65242E-13;9,65242E-13;0,603512147;7,36927448
25-07-1976;6,568;0,25;3,94516129;15,6;0;0,25;11,20211228;0,116622051;0;0,32;0;0;0;0,4600928;0;0;5,85449E-13;5,85449E-13;0,602306329;7,35455066
26-07-1976;6,347;0;3,94516129;16,7;0;0;10,76017088;0,112021123;0;0,25;0;0;0;0,441941397;0;0;3,55093E-13;3,55093E-13;0,60110292;7,339856258
27-07-1976;6,314;0;3,94516129;17,2;0;0;10,33566478;0,107601709;0;0;0;0;0;0,424506096;0;0;2,15375E-13;2,15375E-13;0,599901916;7,325191215
28-07-1976;6,282;0,44;3,94516129;15,9;0;0,44;9,927906138;0,103356648;0;0;0;0;0;0,407758646;0;0;1,30631E-13;1,30631E-13;0,598703311;7,310555473
29-07-1976;6,249;0;3,94516129;14,4;0;0;9,536234229;0,099279061;0;0,44;0;0;0;0,39167191;0;0;7,92319E-14;7,92319E-14;0,597507101;7,295948974
30-07-1976;6,354;2,2;3,94516129;15,5;0;2,2;9,160014407;0,095362342;0;0;0;0;0;0,376219821;0;0;4,80566E-14;4,80566E-14;0,596313281;7,281371658
31-07-1976;6,321;3,95;3,94516129;13,6;0;3,95;8,798637065;0,091600144;0;2,2;0;0;0;0,361377343;0;0;2,91478E-14;2,91478E-14;0,595121846;7,266823468
01-08-1976;6,471;0,37;3,15483871;13,4;0;1,16516129;8,798637065;0,087986371;0;3,15483871;0;0;0;0;0;0;1,7679E-14;1,7679E-14;0,593932792;7,252304345
02-08-1976;6,391;0,05;3,15483871;14,4;0;0,05;8,521054257;0,087986371;0;1,16516129;0;0;0;0,277582808;0;0;1,07229E-14;1,07229E-14;0,592746113;7,237814231
03-08-1976;6,176;1,46;3,15483871;14,4;0;1,46;8,252228738;0,085210543;0;0,05;0;0;0;0,268825518;0;0;6,50375E-15;6,50375E-15;0,591561806;7,223353069
04-08-1976;6,278;0;3,15483871;14;0;0;7,991884232;0,082522287;0;1,46;0;0;0;0,260344507;0;0;3,94472E-15;3,94472E-15;0,590379865;7,208920799
05-08-1976;6,289;0;3,15483871;14,4;0;0;7,739753174;0,079918842;0;0;0;0;0;0,252131057;0;0;2,3926E-15;2,3926E-15;0,589200285;7,194517366
06-08-1976;6,055;0,15;3,15483871;15,8;0;0,15;7,495576445;0,077397532;0;0;0;0;0;0,244176729;0;0;1,45118E-15;1,45118E-15;0,588023062;7,180142711
07-08-1976;6,088;0;3,15483871;16,1;0;0;7,259103098;0,074955764;0;0,15;0;0;0;0,236473347;0;0;8,80187E-16;8,80187E-16;0,586848191;7,165796776
08-08-1976;6,21;0;3,15483871;15,1;0;0;7,030090103;0,072591031;0;0;0;0;0;0,229012995;0;0;5,3386E-16;5,3386E-16;0,585675667;7,151479505
09-08-1976;6,066;0;3,15483871;16,3;0;0;6,808302099;0,070300901;0;0;0;0;0;0,221788004;0;0;3,23803E-16;3,23803E-16;0,584505487;7,137190839
10-08-1976;6,01;0;3,15483871;19,6;0;0;6,593511149;0,068083021;0;0;0;0;0;0,21479095;0;0;1,96396E-16;1,96396E-16;0,583337644;7,122930722
11-08-1976;5,999;0;3,15483871;19,2;0;0;6,385496507;0,065935111;0;0;0;0;0;0,208014642;0;0;1,1912E-16;1,1912E-16;0,582172135;7,108699097
12-08-1976;5,944;0;3,15483871;19;0;0;6,184044392;0,063854965;0;0;0;0;0;0,201452116;0;0;7,22501E-17;7,22501E-17;0,581008954;7,094495907
13-08-1976;6,065;0;3,15483871;17,3;0;0;5,988947765;0,061840444;0;0;0;0;0;0,195096626;0;0;4,38219E-17;4,38219E-17;0,579848097;7,080321095
14-08-1976;6,097;0;3,15483871;16,2;0;0;5,800006123;0,059889478;0;0;0;0;0;0,188941642;0;0;2,65793E-17;2,65793E-17;0,57868956;7,066174604
15-08-1976;6,174;0;3,15483871;16,6;0;0;5,617025285;0,058000061;0;0;0;0;0;0,182980838;0;0;1,61212E-17;1,61212E-17;0,577533337;7,052056377
16-08-1976;6,207;0;3,15483871;15,7;0;0;5,439817196;0,056170253;0;0;0;0;0;0,177208088;0;0;9,77799E-18;9,77799E-18;0,576379425;7,037966359
