date,p,t,epot,q
1924-08-19,14.120184735059738,14.6,2.993333333333333,1.760758346313549
1924-08-20,11.730153466165065,14.1,2.993333333333333,1.7198104777946295
1924-08-21,4.010052463710307,13.4,2.993333333333333,1.6788626092757097
1924-08-22,14.280186828374864,14.1,2.993333333333333,1.8180853622400366
1924-08-23,18.580243086218836,15.4,2.993333333333333,1.94911854150058
1924-08-24,4.900064107775688,14.5,2.993333333333333,1.8836019518703082
1924-08-25,1.2900168773531915,14.0,2.993333333333333,1.8508436570551723
1924-08-26,8.67011343151331,14.7,2.993333333333333,1.7198104777946295
1924-08-27,2.240029306411743,14.3,2.993333333333333,1.441364971865975
1924-08-28,4.950064761936664,15.1,2.993333333333333,1.3840379559394875
1924-08-29,0.0,15.7,2.993333333333333,1.3267109400129995
1924-08-30,0.0,15.5,2.993333333333333,1.2775734977902962
1924-08-31,1.3200172698497772,16.4,2.993333333333333,1.146540318529753
1924-09-01,0.35000457912683486,15.6,2.0766666666666667,0.97455927075029
1924-09-02,7.060092367529869,15.1,2.0766666666666667,0.97455927075029
1924-09-03,0.0,14.2,2.0766666666666667,0.9458957627870462
1924-09-04,0.0,15.1,2.0766666666666667,0.9172322548238024
1924-09-05,0.0,15.6,2.0766666666666667,0.8640000257492065
1924-09-06,0.0,16.5,2.0766666666666667,0.8394313046378548
1924-09-07,0.0,15.5,2.0766666666666667,0.814862583526503
1924-09-08,0.0,16.0,2.0766666666666667,0.790293862415151
1924-09-09,2.280029829740524,17.2,2.0766666666666667,0.7677725347297453
1924-09-10,7.850102703273296,13.2,2.0766666666666667,0.814862583526503
1924-09-11,2.8500372871756556,12.2,2.0766666666666667,0.9172322548238024
1924-09-12,16.310213387310505,13.3,2.0766666666666667,1.0605497946400213
1924-09-13,0.390005102455616,15.5,2.0766666666666667,1.0933080894551572
1924-09-14,1.2200159615278245,15.5,2.0766666666666667,1.0933080894551572
1924-09-15,10.820141560435296,13.8,2.0766666666666667,1.0933080894551572
1924-09-16,6.440084255933762,14.1,2.0766666666666667,1.070377283084562
1924-09-17,9.740127430558204,14.7,2.0766666666666667,1.099040791047806
1924-09-18,5.450071303546429,15.1,2.0766666666666667,1.1645573806780773
1924-09-19,0.31000405579805373,13.9,2.0766666666666667,1.232530842419484
1924-09-20,1.740022764801979,13.4,2.0766666666666667,1.3308057268648916
1924-09-21,18.030235890448093,14.5,2.0766666666666667,1.4004171033470552
1924-09-22,1.730022633969784,13.5,2.0766666666666667,1.4700284798292187
1924-09-23,16.71021862059832,12.6,2.0766666666666667,2.0105403442789593
1924-09-24,0.41000536412000654,13.3,2.0766666666666667,2.3176493581708577
1924-09-25,0.2200028783082962,12.1,2.0766666666666667,2.1374787366876102
1924-09-26,1.8500242039561272,11.4,2.0766666666666667,1.7320948383503056
1924-09-27,1.8500242039561272,10.4,2.0766666666666667,1.3840379559394875
1924-09-28,0.0,11.7,2.0766666666666667,1.3512796611243514
1924-09-29,0.0,11.8,2.0766666666666667,1.3185213663092157
1924-09-30,0.0,12.1,2.0766666666666667,1.254642691419701
1924-10-01,0.0,12.4,0.9466666666666668,1.232530842419484
1924-10-02,0.0,12.7,0.9466666666666668,1.1973156754932135
1924-10-03,0.0,13.4,0.9466666666666668,1.1670142527892127
1924-10-04,4.190054818689823,14.4,0.9466666666666668,1.1678332101595912
1924-10-05,0.2700035324692726,11.9,0.9466666666666668,1.1547298922335365
1924-10-06,2.9000379413366315,11.6,0.9466666666666668,1.1399886595667257
1924-10-07,6.850089620053768,11.2,0.9466666666666668,1.111325151603482
1924-10-08,8.880116178989411,11.6,0.9466666666666668,1.0810237288994813
1924-10-09,12.25016026943922,10.8,0.9466666666666668,1.0826616436402379
1924-10-10,2.660034801363945,10.9,0.9466666666666668,1.0564550077881294
1924-10-11,4.880063846111298,12.2,0.9466666666666668,1.0277914998248856
1924-10-12,0.0,12.7,0.9466666666666668,1.0294294145656424
1924-10-13,0.0,12.2,0.9466666666666668,1.0318862866767775
1924-10-14,0.0,11.3,0.9466666666666668,1.0073175655654256
1924-10-15,0.0,10.7,0.9466666666666668,0.978654057602182
1924-10-16,0.0,9.9,0.9466666666666668,0.9499905496389379
1924-10-17,0.0,10.2,0.9466666666666668,1.0114123524173173
1924-10-18,1.9600256431102752,8.9,0.9466666666666668,1.0130502671580743
1924-10-19,0.6100079807639123,7.7,0.9466666666666668,1.0318862866767775
1924-10-20,2.8900378105044364,8.7,0.9466666666666668,1.0523602209362373
1924-10-21,14.060183950066566,8.2,0.9466666666666668,1.1154199384553738
1924-10-22,0.0,5.0,0.9466666666666668,1.1850313149375373
1924-10-23,0.0,3.8,0.9466666666666668,1.2136948229007813
1924-10-24,0.0,4.0,0.9466666666666668,1.2530047766789443
1924-10-25,0.0,5.1,0.9466666666666668,1.2898578583459719
1924-10-26,0.0,6.3,0.9466666666666668,1.3570123627170003
1924-10-27,0.12000156998634338,7.2,0.9466666666666668,1.4290806113102992
1924-10-28,6.410083863437176,8.8,0.9466666666666668,1.4004171033470552
1924-10-29,2.350030745565891,9.7,0.9466666666666668,1.4331753981621909
1924-10-30,0.600007849931717,9.7,0.9466666666666668,1.5085194762370033
1924-10-31,12.190159484446049,9.6,0.9466666666666668,1.5478294300151665
1924-11-01,7.8201023107767105,9.8,0.4666666666666667,1.7705858347580898
1924-11-02,11.820154643654824,9.6,0.4666666666666667,2.0105403442789593
1924-11-03,15.210198995769025,8.9,0.4666666666666667,2.5797157166919438
1924-11-04,5.34006986439228,6.5,0.4666666666666667,2.583810503543836
1924-11-05,0.26000340163707736,5.5,0.4666666666666667,2.342218079282209
1924-11-06,5.070066331923008,7.7,0.4666666666666667,1.9040758861297677
1924-11-07,0.0,5.4,0.4666666666666667,1.758301474202414
1924-11-08,0.0,6.7,0.4666666666666667,1.5723981511265182
1924-11-09,0.0,5.6,0.4666666666666667,1.5003299025332197
1924-11-10,0.0,5.1,0.4666666666666667,1.4307185260510558
1924-11-11,0.0,5.5,0.4666666666666667,1.3267109400129995
1924-11-12,0.0,4.8,0.4666666666666667,1.2243412687157003
1924-11-13,0.0,3.1,0.4666666666666667,1.1604625938261854
1924-11-14,0.0,1.9,0.4666666666666667,1.1277042990110497
1924-11-15,0.0,2.6,0.4666666666666667,1.0974028763070494
1924-11-16,0.0,2.6,0.4666666666666667,1.099040791047806
1924-11-17,0.0,2.2,0.4666666666666667,1.101497663158941
1924-11-18,0.0,3.0,0.4666666666666667,1.0417137751213181
1924-11-19,3.7800494545698164,5.3,0.4666666666666667,1.0728341551956972
1924-11-20,0.0,4.8,0.4666666666666667,1.1055924500108332
1924-11-21,0.4500058874487877,5.6,0.4666666666666667,1.10723036475159
1924-11-22,2.210028913915157,7.9,0.4666666666666667,1.3185213663092157
1924-11-23,8.550111861526966,8.1,0.4666666666666667,1.441364971865975
1924-11-24,2.8500372871756556,8.2,0.4666666666666667,1.569941279015383
1924-11-25,0.0,4.9,0.4666666666666667,1.4618389061254349
1924-11-26,0.600007849931717,2.9,0.4666666666666667,1.389770657532136
1924-11-27,0.0,3.8,0.4666666666666667,1.2857630714940798
1924-11-28,0.0,5.0,0.4666666666666667,1.2587374782715928
1924-11-29,1.1500150457024574,5.8,0.4666666666666667,1.2243412687157003
1924-11-30,1.2500163540244102,6.5,0.4666666666666667,1.2120569081600243
1924-12-01,1.240016223192215,6.6,0.3166666666666666,1.310331792605432
1924-12-02,0.5900077190995217,6.2,0.3166666666666666,1.310331792605432
1924-12-03,11.450149802863598,5.6,0.3166666666666666,1.310331792605432
1924-12-04,3.080040296316147,1.6,0.3166666666666666,1.310331792605432
1924-12-05,2.8600374180078507,2.5,0.3166666666666666,1.310331792605432
1924-12-06,12.370161839425563,3.7,0.3166666666666666,1.310331792605432
1924-12-07,2.150028128921986,4.6,0.3166666666666666,1.310331792605432
1924-12-08,0.23000300914049146,4.1,0.3166666666666666,1.310331792605432
1924-12-09,0.0,3.8,0.3166666666666666,1.310331792605432
1924-12-10,0.0,3.3,0.3166666666666666,1.310331792605432
1924-12-11,0.0,1.5,0.3166666666666666,1.5560190037189503
1924-12-12,0.0,0.9,0.3166666666666666,1.5560190037189503
1924-12-13,0.0,-0.7,0.3166666666666666,1.5560190037189503
1924-12-14,0.0,0.2,0.3166666666666666,1.5560190037189503
1924-12-15,5.790075751841068,0.8,0.3166666666666666,1.5560190037189503
1924-12-16,0.4500058874487877,2.8,0.3166666666666666,1.5560190037189503
1924-12-17,0.9100119057297706,3.6,0.3166666666666666,1.5560190037189503
1924-12-18,0.0,6.1,0.3166666666666666,1.5560190037189503
1924-12-19,0.0,7.2,0.3166666666666666,1.5560190037189503
1924-12-20,0.0,6.5,0.3166666666666666,1.5560190037189503
1924-12-21,0.0,6.7,0.3166666666666666,1.5560190037189503
1924-12-22,0.0,6.7,0.3166666666666666,1.7198104777946295
1924-12-23,0.0,3.9,0.3166666666666666,1.7198104777946295
1924-12-24,0.0,4.2,0.3166666666666666,1.7198104777946295
1924-12-25,0.0,5.3,0.3166666666666666,1.7198104777946295
1924-12-26,0.0,4.8,0.3166666666666666,1.7198104777946295
1924-12-27,0.0,4.9,0.3166666666666666,1.7198104777946295
1924-12-28,14.4101885291934,5.7,0.3166666666666666,1.7198104777946295
1924-12-29,7.140093414187432,5.4,0.3166666666666666,1.7198104777946295
1924-12-30,0.6100079807639123,5.2,0.3166666666666666,1.7198104777946295
1924-12-31,16.050209985673426,5.3,0.3166666666666666,1.7198104777946295
1925-01-01,12.830167857706547,4.7,0.5133333333333333,2.342218079282209
1925-01-02,11.750153727829456,5.2,0.5133333333333333,2.465061684838968
1925-01-03,6.430084125101566,6.3,0.5133333333333333,2.718938469656271
1925-01-04,4.400057566165924,5.5,0.5133333333333333,2.526483487617348
1925-01-05,4.230055342018604,4.6,0.5133333333333333,2.342218079282209
1925-01-06,1.6100210639834405,4.5,0.5133333333333333,2.383165947801129
1925-01-07,2.48003244638443,4.7,0.5133333333333333,2.3012702107632896
1925-01-08,1.8300239422917366,5.8,0.5133333333333333,2.21937447372545
1925-01-09,5.15006737858057,5.8,0.5133333333333333,2.1374787366876102
1925-01-10,3.7800494545698164,5.5,0.5133333333333333,2.055582999649771
1925-01-11,0.0,6.0,0.5133333333333333,2.035109065390311
1925-01-12,0.0,6.0,0.5133333333333333,2.0146351311308517
1925-01-13,0.0,4.7,0.5133333333333333,1.629725167053006
1925-01-14,0.0,3.7,0.5133333333333333,2.055582999649771
1925-01-15,7.170093806684018,4.3,0.5133333333333333,2.2603223422443697
1925-01-16,8.120106235742568,5.3,0.5133333333333333,2.675533729026216
1925-01-17,1.4500189706683158,5.3,0.5133333333333333,2.7598863381751912
1925-01-18,2.810036763846874,5.7,0.5133333333333333,2.342218079282209
1925-01-19,0.0,5.4,0.5133333333333333,1.9351962662041473
1925-01-20,0.0,1.7,0.5133333333333333,1.7443791989059811
1925-01-21,0.0,0.7,0.5133333333333333,1.6673972060904119
1925-01-22,0.0,0.2,0.5133333333333333,1.591234170645221
1925-01-23,0.0,1.6,0.5133333333333333,1.4782180535330023
1925-01-24,0.0,2.1,0.5133333333333333,1.441364971865975
1925-01-25,0.4600060182809829,2.4,0.5133333333333333,1.4233479097176507
1925-01-26,0.0,1.8,0.5133333333333333,1.4053308475693256
1925-01-27,0.740009681582451,0.7,0.5133333333333333,1.3701156806430548
1925-01-28,2.600034016370773,-0.3,0.5133333333333333,1.3349005137167835
1925-01-29,2.200028783082962,-0.2,0.5133333333333333,1.2955905599386208
1925-01-30,13.110171521008015,3.1,0.5133333333333333,1.7820512379433875
1925-01-31,1.7500228956341743,5.3,0.5133333333333333,1.7443791989059811
1925-02-01,0.9100119057297706,4.1,0.5166666666666667,1.7247242220168997
1925-02-02,0.12000156998634338,3.3,0.5166666666666667,1.7058882024981967
1925-02-03,0.740009681582451,4.1,0.5166666666666667,1.5527431742374367
1925-02-04,0.3700048407912255,5.1,0.5166666666666667,1.441364971865975
1925-02-05,0.0,4.9,0.5166666666666667,1.441364971865975
1925-02-06,6.200081115961075,5.0,0.5166666666666667,1.4782180535330023
1925-02-07,3.0100393804907797,2.6,0.5166666666666667,1.6673972060904119
1925-02-08,0.3300043174624443,2.9,0.5166666666666667,1.9736872626119317
1925-02-09,16.780219536423683,3.7,0.5166666666666667,2.3012702107632896
1925-02-10,2.400031399726868,5.4,0.5166666666666667,2.718938469656271
1925-02-11,1.170015307366848,5.9,0.5166666666666667,2.21937447372545
1925-02-12,0.6800088965892792,6.4,0.5166666666666667,1.8590332307589563
1925-02-13,3.170041473805904,4.7,0.5166666666666667,1.8205422343511724
1925-02-14,1.1800154381990433,4.6,0.5166666666666667,1.7058882024981967
1925-02-15,2.410031530559063,3.8,0.5166666666666667,1.6673972060904119
1925-02-16,3.2400423896312716,4.0,0.5166666666666667,1.629725167053006
1925-02-17,0.4400057566165924,3.9,0.5166666666666667,1.5527431742374367
1925-02-18,1.2200159615278245,3.7,0.5166666666666667,1.5527431742374367
1925-02-19,4.400057566165924,3.2,0.5166666666666667,1.591234170645221
1925-02-20,0.8300108590722085,-0.2,0.5166666666666667,1.6673972060904119
1925-02-21,0.0,-1.2,0.5166666666666667,1.441364971865975
1925-02-22,0.0,-0.6,0.5166666666666667,1.3520986184947301
1925-02-23,0.0,-0.8,0.5166666666666667,1.261194350382728
1925-02-24,3.550046445429325,-0.3,0.5166666666666667,1.261194350382728
1925-02-25,0.320004186630249,0.4,0.5166666666666667,1.2284360555675924
1925-02-26,2.660034801363945,2.6,0.5166666666666667,1.3349005137167835
1925-02-27,12.700166156888008,3.4,0.5166666666666667,1.591234170645221
1925-02-28,2.7800363713502882,3.6,0.5166666666666667,1.6673972060904119
1925-03-01,2.280029829740524,4.6,0.8433333333333334,1.8393782538698746
1925-03-02,10.400136065483093,3.9,0.8433333333333334,2.0146351311308517
1925-03-03,1.0800141298770904,2.2,0.8433333333333334,2.5060095533578886
1925-03-04,0.0,1.8,0.8433333333333334,2.1374787366876102
1925-03-05,0.0,3.8,0.8433333333333334,1.8205422343511724
1925-03-06,0.6800088965892792,4.9,0.8433333333333334,1.629725167053006
1925-03-07,0.600007849931717,4.9,0.8433333333333334,1.5527431742374367
1925-03-08,2.450032053887844,2.8,0.8433333333333334,1.6100701901639245
1925-03-09,12.25016026943922,-0.4,0.8433333333333334,1.6673972060904119
1925-03-10,6.810089096724987,-1.3,0.8433333333333334,1.591234170645221
1925-03-11,0.0,-2.4,0.8433333333333334,1.441364971865975
1925-03-12,0.0,-3.8,0.8433333333333334,1.3701156806430548
1925-03-13,0.0,-2.4,0.8433333333333334,1.261194350382728
1925-03-14,0.8400109899044037,-2.5,0.8433333333333334,1.2284360555675924
1925-03-15,3.870050632059574,-2.7,0.8433333333333334,1.2284360555675924
1925-03-16,1.5400201481580735,-1.9,0.8433333333333334,1.261194350382728
1925-03-17,7.97010427325964,0.0,0.8433333333333334,1.2955905599386208
1925-03-18,0.0,1.8,0.8433333333333334,1.4233479097176507
1925-03-19,0.4400057566165924,4.1,0.8433333333333334,1.8967052697963627
1925-03-20,0.0,4.6,0.8433333333333334,1.8590332307589563
1925-03-21,0.0,2.7,0.8433333333333334,1.7820512379433875
1925-03-22,1.2300160923600196,2.0,0.8433333333333334,1.7247242220168997
1925-03-23,0.35000457912683486,0.8,0.8433333333333334,1.6673972060904119
1925-03-24,1.3800180548429488,2.1,0.8433333333333334,1.591234170645221
1925-03-25,6.91009040504694,3.9,0.8433333333333334,1.629725167053006
1925-03-26,0.19000248581171034,3.3,0.8433333333333334,1.6673972060904119
1925-03-27,0.0,2.8,0.8433333333333334,1.441364971865975
1925-03-28,0.0,1.4,0.8433333333333334,1.2955905599386208
1925-03-29,0.0,2.1,0.8433333333333334,1.261194350382728
1925-03-30,0.0,3.1,0.8433333333333334,1.2284360555675924
1925-03-31,0.0,5.7,0.8433333333333334,1.2284360555675924
1925-04-01,0.0,5.7,1.9166666666666667,1.1956777607524565
1925-04-02,0.0,4.1,1.9166666666666667,1.1301611711221848
1925-04-03,0.4900064107775688,4.1,1.9166666666666667,1.0318862866767775
1925-04-04,0.06000078499317169,3.2,1.9166666666666667,1.0646445814919134
1925-04-05,0.0,4.7,1.9166666666666667,1.0974028763070494
1925-04-06,0.0,7.0,1.9166666666666667,1.0974028763070494
1925-04-07,0.0,7.2,1.9166666666666667,1.0646445814919134
1925-04-08,0.0,7.3,1.9166666666666667,1.0646445814919134
1925-04-09,0.0,8.3,1.9166666666666667,1.0318862866767775
1925-04-10,0.0,9.5,1.9166666666666667,0.9991279918616417
1925-04-11,0.0,9.4,1.9166666666666667,0.9991279918616417
1925-04-12,0.0,9.9,1.9166666666666667,0.9827488444540738
1925-04-13,0.0,10.2,1.9166666666666667,0.966369697046506
1925-04-14,0.0,8.7,1.9166666666666667,0.9090426811200183
1925-04-15,0.0,6.8,1.9166666666666667,0.9090426811200183
1925-04-16,12.170159222781658,5.6,1.9166666666666667,0.9377061890832621
1925-04-17,2.810036763846874,5.2,1.9166666666666667,0.966369697046506
1925-04-18,0.12000156998634338,6.8,1.9166666666666667,0.9966711197505065
1925-04-19,6.8400894892215724,7.4,1.9166666666666667,1.0114123524173173
1925-04-20,0.0,6.1,1.9166666666666667,1.0253346277137503
1925-04-21,0.0,7.9,1.9166666666666667,1.0564550077881294
1925-04-22,0.0,5.5,1.9166666666666667,1.0564550077881294
1925-04-23,0.0,8.3,1.9166666666666667,1.0212398408618584
1925-04-24,8.650113169848918,7.9,1.9166666666666667,1.0212398408618584
1925-04-25,0.0,6.8,1.9166666666666667,0.9966711197505065
1925-04-26,0.0,6.5,1.9166666666666667,0.9721023986391548
1925-04-27,1.6800219798088074,7.0,1.9166666666666667,0.958180123342722
1925-04-28,0.5000065416097641,7.8,1.9166666666666667,0.9254218285275861
1925-04-29,1.140014914870262,7.4,1.9166666666666667,0.8967583205643423
1925-04-30,0.0,7.3,1.9166666666666667,0.922964956416451
1925-05-01,3.8400502395629883,7.1,3.5766666666666667,0.922964956416451
1925-05-02,11.93015608280897,8.9,3.5766666666666667,0.9516284643796947
1925-05-03,5.120066986083984,8.8,3.5766666666666667,1.0114123524173173
1925-05-04,0.9700126907229424,9.2,3.5766666666666667,1.0728341551956972
1925-05-05,0.0,11.3,3.5766666666666667,0.9499905496389379
1925-05-06,0.0,11.7,3.5766666666666667,1.0048606934542905
1925-05-07,10.350135411322118,11.0,3.5766666666666667,1.1317990858629419
1925-05-08,4.820063061118126,11.0,3.5766666666666667,1.4045118901989475
1925-05-09,7.280095245838165,12.8,3.5766666666666667,1.437270185014083
1925-05-10,3.320043436288834,11.1,3.5766666666666667,1.3529175758651086
1925-05-11,0.09000117748975754,10.6,3.5766666666666667,1.261194350382728
1925-05-12,0.0,9.9,3.5766666666666667,1.0253346277137503
1925-05-13,0.0,11.4,3.5766666666666667,0.9704644838983979
1925-05-14,0.0,10.8,3.5766666666666667,0.8844739600086664
1925-05-15,0.0,11.8,3.5766666666666667,0.8517156651935306
1925-05-16,0.0,15.4,3.5766666666666667,0.8246900719710437
1925-05-17,0.0,15.5,3.5766666666666667,0.798483436118935
1925-05-18,0.0,15.7,3.5766666666666667,0.7718673215816372
1925-05-19,0.0,15.2,3.5766666666666667,0.7452512070443394
1925-05-20,0.0,13.6,3.5766666666666667,0.6899715845437978
1925-05-21,0.0,13.2,3.5766666666666667,0.6899715845437978
1925-05-22,0.0,11.7,3.5766666666666667,0.6654028634324458
1925-05-23,0.0,11.5,3.5766666666666667,0.6654028634324458
1925-05-24,0.0,13.0,3.5766666666666667,0.7616303544519072
1925-05-25,13.520176885128022,13.1,3.5766666666666667,0.8128151901005569
1925-05-26,4.330056650340557,12.7,3.5766666666666667,0.8656379404899635
1925-05-27,2.2900299605727197,14.1,3.5766666666666667,0.922964956416451
1925-05-28,13.090171259343625,14.3,3.5766666666666667,0.9499905496389379
1925-05-29,12.720166418552397,12.5,3.5766666666666667,0.922964956416451
1925-05-30,4.2800559961795805,12.2,3.5766666666666667,1.0933080894551572
1925-05-31,8.040105189085008,12.6,3.5766666666666667,1.1604625938261854
1925-06-01,0.1700022241473198,12.5,3.32,1.2243412687157003
1925-06-02,0.0,12.7,3.32,1.1891261017894295
1925-06-03,0.0,11.8,3.32,1.0933080894551572
1925-06-04,2.5400332313776017,12.6,3.32,0.9418009759351541
1925-06-05,0.0,12.2,3.32,0.8820170878975312
1925-06-06,0.0,15.0,3.32,0.7739147150075832
1925-06-07,0.0,17.5,3.32,0.7472986004702854
1925-06-08,0.0,16.4,3.32,0.7247772727848795
1925-06-09,0.0,17.9,3.32,0.7247772727848795
1925-06-10,0.0,19.0,3.32,0.6981611582475817
1925-06-11,0.0,18.4,3.32,0.7227298793589334
1925-06-12,0.0,16.6,3.32,0.6961137648216359
1925-06-13,0.0,13.7,3.32,0.6715450437102838
1925-06-14,0.740009681582451,12.9,3.32,0.6592606831546078
1925-06-15,0.0,12.1,3.32,0.6469763225989318
1925-06-16,0.0,14.2,3.32,0.6674502568583918
1925-06-17,0.9700126907229424,12.2,3.32,0.6879241911178516
1925-06-18,6.090079676806926,10.2,3.32,0.6654028634324458
1925-06-19,2.980038987994194,11.7,3.32,0.6858767976919057
1925-06-20,0.0,11.6,3.32,0.6633554700064997
1925-06-21,4.77006240695715,10.8,3.32,0.6735924371362297
1925-06-22,3.2500425204634666,10.8,3.32,0.6817820108400137
1925-06-23,4.190054818689823,12.7,3.32,0.7227298793589334
1925-06-24,2.560033493041992,13.7,3.32,0.8803791731567745
1925-06-25,6.400083732604981,12.2,3.32,0.9639128249353708
1925-06-26,0.28000366330146786,12.8,3.32,0.8779223010456392
1925-06-27,0.0,13.2,3.32,0.796436042692989
1925-06-28,0.0,12.5,3.32,0.7780095018594753
1925-06-29,0.0,13.7,3.32,0.7657251413037993
1925-06-30,0.0,14.6,3.32,0.7411564201924473
1925-07-01,0.0,17.4,4.27,0.7165876990810953
1925-07-02,0.0,16.4,4.27,0.7165876990810953
1925-07-03,0.0,16.7,4.27,0.6920189779697438
1925-07-04,0.0,17.1,4.27,0.6920189779697438
1925-07-05,0.0,16.5,4.27,0.6817820108400137
1925-07-06,0.0,16.5,4.27,0.6715450437102838
1925-07-07,0.0,17.7,4.27,0.6879241911178516
1925-07-08,1.100014391541481,15.8,4.27,0.6879241911178516
1925-07-09,2.48003244638443,13.8,4.27,0.7186350925070415
1925-07-10,0.030000392496585846,13.9,4.27,0.7186350925070415
1925-07-11,5.860076667666434,14.2,4.27,0.7309194530627174
1925-07-12,0.0,14.7,4.27,0.7288720596367714
1925-07-13,0.0,15.5,4.27,0.7268246662108253
1925-07-14,0.0,17.5,4.27,0.7022559450994738
1925-07-15,0.0,18.9,4.27,0.7002085516735276
1925-07-16,0.0,19.0,4.27,0.6797346174140677
1925-07-17,0.0,20.5,4.27,0.655165896302716
1925-07-18,0.0,21.2,4.27,0.655165896302716
1925-07-19,4.2400554728508,22.1,4.27,0.6367393554692019
1925-07-20,0.0,21.3,4.27,0.6203602080616342
1925-07-21,0.0,22.2,4.27,0.6019336672281203
1925-07-22,0.0,22.8,4.27,0.5876019132464982
1925-07-23,0.0,23.5,4.27,0.5876019132464982
1925-07-24,0.0,23.2,4.27,0.5998862738021743
1925-07-25,0.0,24.0,4.27,0.5855545198205523
1925-07-26,0.41000536412000654,21.6,4.27,0.5916967000983903
1925-07-27,6.940090797543526,19.0,4.27,0.5978388803762282
1925-07-28,7.870102964937686,16.0,4.27,0.6121706343578501
1925-07-29,4.3500569120049475,16.2,4.27,0.6121706343578501
1925-07-30,14.4101885291934,17.1,4.27,0.7452512070443394
1925-07-31,4.550059528648854,16.7,4.27,0.7657251413037993
1925-08-01,2.8900378105044364,16.0,3.1366666666666663,0.7227298793589334
1925-08-02,2.5000327080488205,15.4,3.1366666666666663,0.7124929122292036
1925-08-03,4.970065023601055,16.0,3.1366666666666663,0.7022559450994738
1925-08-04,0.35000457912683486,15.7,3.1366666666666663,0.6776872239881218
1925-08-05,0.0,16.2,3.1366666666666663,0.6592606831546078
1925-08-06,0.0,16.3,3.1366666666666663,0.6592606831546078
1925-08-07,0.0,18.2,3.1366666666666663,0.6367393554692019
1925-08-08,0.0,18.0,3.1366666666666663,0.6367393554692019
1925-08-09,0.0,16.1,3.1366666666666663,0.6715450437102838
1925-08-10,1.1900155690312384,18.9,3.1366666666666663,0.65311850287677
1925-08-11,7.320095769166946,19.0,3.1366666666666663,0.6694976502843377
1925-08-12,0.1100014391541481,17.4,3.1366666666666663,0.651071109450824
1925-08-13,0.0,17.2,3.1366666666666663,0.630597175191364
1925-08-14,3.610047230422497,17.4,3.1366666666666663,0.630597175191364
1925-08-15,0.0,15.3,3.1366666666666663,0.6469763225989318
1925-08-16,0.0,15.1,3.1366666666666663,0.6367393554692019
1925-08-17,0.43000562578439716,16.0,3.1366666666666663,0.628549781765418
1925-08-18,1.4000183165073394,15.6,3.1366666666666663,0.628549781765418
1925-08-19,0.12000156998634338,16.8,3.1366666666666663,0.6142180277837962
1925-08-20,0.09000117748975754,15.2,3.1366666666666663,0.6019336672281203
1925-08-21,1.9200251197814941,15.7,3.1366666666666663,0.6019336672281203
1925-08-22,0.0,15.2,3.1366666666666663,0.5876019132464982
1925-08-23,5.32006960272789,17.2,3.1366666666666663,0.7452512070443394
1925-08-24,46.02060208976269,17.3,3.1366666666666663,0.9540853364908298
1925-08-25,10.250134103000164,17.9,3.1366666666666663,1.109687236862725
1925-08-26,7.210094330012798,17.9,3.1366666666666663,1.1670142527892127
1925-08-27,0.0,15.4,3.1366666666666663,1.138350744825969
1925-08-28,9.190120234787464,16.6,3.1366666666666663,1.0564550077881294
1925-08-29,0.7300095507502555,16.0,3.1366666666666663,1.0032227787135337
1925-08-30,4.640060706138611,15.1,3.1366666666666663,0.978654057602182
1925-08-31,0.06000078499317169,14.3,3.1366666666666663,0.9540853364908298
1925-09-01,4.540059397816658,13.8,1.8066666666666669,0.8803791731567745
1925-09-02,1.2900168773531915,13.1,1.8066666666666669,0.7657251413037993
1925-09-03,3.71004853874445,12.4,1.8066666666666669,0.929516615379478
1925-09-04,8.400109899044036,11.1,1.8066666666666669,1.1670142527892127
1925-09-05,6.580086087584495,11.7,1.8066666666666669,1.0851185157513732
1925-09-06,7.850102703273296,12.8,1.8066666666666669,1.0564550077881294
1925-09-07,3.6900482770800593,13.2,1.8066666666666669,1.0277914998248856
1925-09-08,1.3600177931785584,13.6,1.8066666666666669,0.9049478942681262
1925-09-09,1.7100223723053931,12.4,1.8066666666666669,0.8803791731567745
1925-09-10,3.56004657626152,11.9,1.8066666666666669,0.8803791731567745
1925-09-11,19.86025983273983,12.4,1.8066666666666669,1.1670142527892127
1925-09-12,0.0,11.0,1.8066666666666669,1.109687236862725
1925-09-13,0.0,11.7,1.8066666666666669,1.0155071392692097
1925-09-14,0.0,11.9,1.8066666666666669,0.929516615379478
1925-09-15,0.0,13.4,1.8066666666666669,0.9049478942681262
1925-09-16,0.0,14.2,1.8066666666666669,0.8803791731567745
1925-09-17,0.0,13.1,1.8066666666666669,0.8574483667861794
1925-09-18,0.0,13.5,1.8066666666666669,0.788246468989205
1925-09-19,0.0,12.9,1.8066666666666669,0.7698199281556911
1925-09-20,6.280082162618637,14.1,1.8066666666666669,0.7309194530627174
1925-09-21,2.100027474761009,13.5,1.8066666666666669,0.6940663713956897
1925-09-22,5.980078237652779,13.3,1.8066666666666669,0.7063507319513657
1925-09-23,5.020065677762032,14.4,1.8066666666666669,0.7800568952854211
1925-09-24,1.0900142607092858,13.8,1.8066666666666669,0.8476208783416387
1925-09-25,0.0,12.4,1.8066666666666669,0.7821042887113671
1925-09-26,4.830063191950321,10.1,1.8066666666666669,0.8046256163967732
1925-09-27,9.570125206410886,11.5,1.8066666666666669,0.8312417309340707
